
Date: 8/14/2018 4:17:46 PM
Name: 
Description: 
Module Type: SM125
Mux Level: No Switch
HW Acquisition Rate: 1 Hz
Wavelength Tracking: 400 pm / acquistion
Normalized: True

IP Address: 10.2.117.165
      Port: 50000

IDN: sm125 0.8
Image ID: 0.0
S/N: SIA38D

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Threshold: -50.00 dB
	Rel. Thresh.: -8.00 dB
	Width Level: 3.00 dB
	Width: 0.10 nm
	Detect Valley: False

Wavelength Start (nm): 1510.0000
Wavelength Delta (nm): 0.0050

Wvl (nm)	 CH 1 	 CH 2 	 CH 3 	 CH 4 
1512.1100	-59.9500	-50.7700	-58.4100	-47.4300
1512.1150	-59.8000	-50.4900	-58.2900	-47.6100
1512.1200	-59.7700	-50.5200	-58.3300	-47.6900
1512.1250	-59.9000	-50.6000	-58.4200	-47.7500
1512.1300	-59.9700	-50.6100	-58.4100	-47.7800
1512.1350	-59.9400	-50.5300	-58.1800	-47.6900
1512.1400	-59.8900	-50.4800	-58.2300	-47.9000
1512.1450	-59.8300	-50.6100	-58.3400	-48.1300
1512.1500	-59.8200	-50.5900	-58.3300	-48.2100
1512.1550	-59.8600	-50.5200	-58.2400	-48.1500
1512.1600	-59.9300	-50.5700	-58.3100	-48.3500
1512.1650	-59.9200	-50.6700	-58.3200	-48.3900
1512.1700	-59.8800	-50.5700	-58.3500	-48.4400
1512.1750	-59.8600	-50.4900	-58.3400	-48.3900
1512.1800	-59.8800	-50.5000	-58.2900	-48.1800
1512.1850	-59.9300	-50.5800	-58.4100	-48.3800
1512.1900	-60.0100	-50.5900	-58.4000	-48.2400
1512.1950	-59.9500	-50.5000	-58.3400	-48.1100
1512.2000	-59.9000	-50.4900	-58.3600	-48.0200
1512.2050	-59.9000	-50.5800	-58.4900	-47.9200
1512.2100	-59.9100	-50.5200	-58.2400	-47.6100
1512.2150	-59.7700	-50.5600	-58.4100	-47.5800
1512.2200	-59.8100	-50.5800	-58.5400	-47.5500
1512.2250	-59.8200	-50.5700	-58.5000	-47.4400
1512.2300	-59.7400	-50.5400	-58.3200	-47.4400
1512.2350	-59.8300	-50.5200	-58.2800	-47.4600
1512.2400	-59.7800	-50.4400	-58.1300	-47.4300
1512.2450	-59.7900	-50.4700	-58.1500	-47.4900
1512.2500	-59.8200	-50.5500	-58.3600	-47.7200
1512.2550	-59.8400	-50.5100	-58.3900	-47.7000
1512.2600	-59.8900	-50.6400	-58.4300	-47.9000
1512.2650	-59.9000	-50.6600	-58.4500	-47.9500
1512.2700	-59.8700	-50.5500	-58.3800	-47.9400
1512.2750	-59.8400	-50.4000	-58.2500	-48.0800
1512.2800	-59.8900	-50.4400	-58.4300	-48.2300
1512.2850	-59.8300	-50.4100	-58.2900	-48.2500
1512.2900	-59.8600	-50.4700	-58.2500	-48.2600
1512.2950	-59.9300	-50.5700	-58.3100	-48.2700
1512.3000	-59.9700	-50.7000	-58.4000	-48.2900
1512.3050	-59.9600	-50.8900	-58.6200	-48.2700
1512.3100	-59.8100	-50.5900	-58.4200	-48.2800
1512.3150	-59.8200	-50.5000	-58.3000	-48.2100
1512.3200	-59.8700	-50.6200	-58.3500	-48.0100
1512.3250	-59.8800	-50.7300	-58.3900	-47.9100
1512.3300	-59.9600	-50.5700	-58.3800	-47.8200
1512.3350	-59.9300	-50.6300	-58.5300	-47.7500
1512.3400	-59.9200	-50.6200	-58.5800	-47.7600
1512.3450	-59.9700	-50.5400	-58.4500	-47.8500
1512.3500	-60.0700	-50.6500	-58.4300	-47.5500
1512.3550	-60.0800	-50.5500	-58.3900	-47.5200
1512.3600	-60.0600	-50.5500	-58.4100	-47.4700
1512.3650	-60.0200	-50.5500	-58.4400	-47.4400
1512.3700	-59.9700	-50.5100	-58.4600	-47.6900
1512.3750	-59.9800	-50.5700	-58.5800	-47.6100
1512.3800	-60.0300	-50.5900	-58.5300	-47.6300
1512.3850	-59.9900	-50.6300	-58.5200	-47.7100
1512.3900	-59.9300	-50.6900	-58.5800	-47.8100
1512.3950	-59.8700	-50.7200	-58.6100	-47.9000
1512.4000	-59.7900	-50.5500	-58.5400	-48.0100
1512.4050	-59.7300	-50.5500	-58.5400	-48.0700
1512.4100	-59.7200	-50.5100	-58.4600	-48.1600
1512.4150	-59.7500	-50.5000	-58.3300	-48.2800
1512.4200	-59.8200	-50.7200	-58.5200	-48.2200
1512.4250	-59.7000	-50.6200	-58.5000	-48.4300
1512.4300	-59.7100	-50.5700	-58.3500	-48.3600
1512.4350	-59.7500	-50.5100	-58.2200	-48.1900
1512.4400	-59.8100	-50.4500	-58.2100	-48.3100
1512.4450	-59.9100	-50.5300	-58.2700	-48.1800
1512.4500	-59.9400	-50.6300	-58.4000	-48.1900
1512.4550	-59.8900	-50.6200	-58.4600	-48.1600
1512.4600	-59.8600	-50.6300	-58.4600	-48.0500
1512.4650	-59.8700	-50.7100	-58.4500	-47.9700
1512.4700	-59.8700	-50.4700	-58.2500	-47.8900
1512.4750	-59.8000	-50.5300	-58.2200	-47.7800
1512.4800	-59.8200	-50.5100	-58.1900	-47.7000
1512.4850	-59.8400	-50.4500	-58.1900	-47.6800
1512.4900	-59.8500	-50.5700	-58.4500	-47.6400
1512.4950	-60.0200	-50.6900	-58.4500	-47.6400
1512.5000	-59.9600	-50.6200	-58.4000	-47.6200
1512.5050	-59.9400	-50.5300	-58.3100	-47.6100
1512.5100	-59.9400	-50.5000	-58.2500	-47.6700
1512.5150	-59.9100	-50.5700	-58.4300	-47.5400
1512.5200	-59.9900	-50.6700	-58.4500	-47.6900
1512.5250	-59.9600	-50.5200	-58.3300	-47.8400
1512.5300	-59.9200	-50.4200	-58.2400	-47.9400
1512.5350	-59.9400	-50.5300	-58.3600	-48.0700
1512.5400	-59.9900	-50.5500	-58.4500	-48.1000
1512.5450	-59.8700	-50.5600	-58.3300	-48.1500
1512.5500	-59.9000	-50.5300	-58.2700	-48.1800
1512.5550	-59.9300	-50.5100	-58.3000	-48.2100
1512.5600	-59.8800	-50.5600	-58.3100	-48.2500
1512.5650	-59.8600	-50.5100	-58.2000	-48.2900
1512.5700	-59.8700	-50.7300	-58.4100	-48.2800
1512.5750	-59.8600	-50.7300	-58.5100	-48.2300
1512.5800	-59.8200	-50.5600	-58.3600	-48.1600
1512.5850	-59.7400	-50.5600	-58.2000	-48.0600
1512.5900	-59.8300	-50.5300	-58.3600	-48.0200
1512.5950	-59.7800	-50.5400	-58.3900	-47.9500
1512.6000	-59.7700	-50.6000	-58.4100	-47.8800
1512.6050	-59.7900	-50.6500	-58.5300	-47.8600
1512.6100	-59.6700	-50.5400	-58.3800	-47.8700
1512.6150	-59.6800	-50.4900	-58.4000	-47.8200
1512.6200	-59.8000	-50.5400	-58.4700	-47.6800
1512.6250	-59.9200	-50.6100	-58.5000	-47.5300
1512.6300	-59.9400	-50.6000	-58.4200	-47.5700
1512.6350	-59.7700	-50.5100	-58.3000	-47.6000
1512.6400	-59.8700	-50.6100	-58.3500	-47.6900
1512.6450	-59.8800	-50.6500	-58.4300	-47.7700
1512.6500	-59.8300	-50.6400	-58.4800	-47.8100
1512.6550	-59.7900	-50.7100	-58.5600	-47.9300
1512.6600	-59.9800	-50.6700	-58.3500	-47.8600
1512.6650	-59.8400	-50.5200	-58.2800	-47.8600
1512.6700	-59.8200	-50.4300	-58.2100	-47.9300
1512.6750	-59.8900	-50.5000	-58.0800	-48.0300
1512.6800	-59.8300	-50.7000	-58.4100	-48.2700
1512.6850	-59.9700	-50.6600	-58.2600	-48.2300
1512.6900	-59.9300	-50.5700	-58.2300	-48.2700
1512.6950	-59.8900	-50.5300	-58.2600	-48.3700
1512.7000	-59.9200	-50.6000	-58.1600	-48.1300
1512.7050	-59.9400	-50.5800	-58.4000	-48.1500
1512.7100	-59.9300	-50.6100	-58.4100	-48.1200
1512.7150	-59.9400	-50.5600	-58.3500	-48.1000
1512.7200	-59.8800	-50.5100	-58.2900	-48.0900
1512.7250	-59.7300	-50.5700	-58.1900	-47.9100
1512.7300	-59.7100	-50.4900	-58.2700	-47.9500
1512.7350	-59.7300	-50.5500	-58.3500	-47.8400
1512.7400	-59.7600	-50.6100	-58.4100	-47.7400
1512.7450	-59.7600	-50.6100	-58.4400	-47.9100
1512.7500	-59.6900	-50.5600	-58.4800	-47.7500
1512.7550	-59.8800	-50.5600	-58.3500	-47.5500
1512.7600	-59.9000	-50.5900	-58.4000	-47.4700
1512.7650	-59.8600	-50.5900	-58.4700	-47.5200
1512.7700	-59.8500	-50.5400	-58.2800	-47.5300
1512.7750	-59.9000	-50.5100	-58.3900	-47.6500
1512.7800	-60.0100	-50.4700	-58.2900	-47.6700
1512.7850	-60.0400	-50.5400	-58.3300	-47.7400
1512.7900	-60.0400	-50.6300	-58.4400	-47.8700
1512.7950	-60.0200	-50.5700	-58.1900	-47.7800
1512.8000	-59.9900	-50.5300	-58.3100	-47.7500
1512.8050	-60.0300	-50.5700	-58.3600	-47.8700
1512.8100	-60.0300	-50.5800	-58.3400	-48.0500
1512.8150	-60.0100	-50.5300	-58.2700	-48.1500
1512.8200	-60.0300	-50.5200	-58.1000	-48.1300
1512.8250	-60.0300	-50.4600	-58.1600	-48.1500
1512.8300	-59.9800	-50.5200	-58.3300	-48.1800
1512.8350	-59.9400	-50.5700	-58.4100	-48.2300
1512.8400	-59.9300	-50.5600	-58.2700	-48.3000
1512.8450	-59.9300	-50.5600	-58.2700	-48.1900
1512.8500	-59.9100	-50.6200	-58.3000	-48.2300
1512.8550	-59.9900	-50.6100	-58.2700	-48.1800
1512.8600	-60.0100	-50.5700	-58.2200	-48.0100
1512.8650	-59.9400	-50.5500	-58.3100	-48.0800
1512.8700	-59.9700	-50.5900	-58.2700	-47.8900
1512.8750	-59.9300	-50.5300	-58.2200	-47.8600
1512.8800	-59.8600	-50.5500	-58.2400	-47.9100
1512.8850	-59.7900	-50.6300	-58.3200	-47.8900
1512.8900	-59.7400	-50.6000	-58.3300	-47.7800
1512.8950	-59.7100	-50.4700	-58.2200	-47.6900
1512.9000	-59.7700	-50.5700	-58.2800	-47.6700
1512.9050	-59.7700	-50.6900	-58.4700	-47.7000
1512.9100	-59.7300	-50.7000	-58.6400	-47.6900
1512.9150	-59.7400	-50.6000	-58.4500	-47.5500
1512.9200	-59.6400	-50.5400	-58.3500	-47.6600
1512.9250	-59.6500	-50.5700	-58.3700	-47.7500
1512.9300	-59.6900	-50.5900	-58.3800	-47.7600
1512.9350	-59.6900	-50.5400	-58.2300	-47.8800
1512.9400	-59.6700	-50.5300	-58.1900	-47.9500
1512.9450	-59.7700	-50.5000	-58.2500	-48.0300
1512.9500	-59.8900	-50.5800	-58.3500	-48.0600
1512.9550	-59.9700	-50.7000	-58.4100	-48.0700
1512.9600	-59.9900	-50.6700	-58.3400	-48.2500
1512.9650	-59.9600	-50.6800	-58.2900	-48.3200
1512.9700	-59.9300	-50.6600	-58.2700	-48.3500
1512.9750	-59.9600	-50.6100	-58.2700	-48.3500
1512.9800	-60.0200	-50.5800	-58.3000	-48.2800
1512.9850	-60.0800	-50.6800	-58.3700	-48.2100
1512.9900	-60.1300	-50.6900	-58.4000	-48.1600
1512.9950	-60.0000	-50.6900	-58.3900	-48.1400
1513.0000	-59.9200	-50.6400	-58.3100	-48.1000
1513.0050	-59.9200	-50.5900	-58.1400	-47.9300
1513.0100	-59.9000	-50.7300	-58.3000	-47.8700
1513.0150	-59.8800	-50.6200	-58.2100	-47.7900
1513.0200	-59.8400	-50.6000	-58.2200	-47.7500
1513.0250	-59.8200	-50.6300	-58.3700	-47.7400
1513.0300	-59.8500	-50.5900	-58.3800	-47.7000
1513.0350	-59.8600	-50.7400	-58.4900	-47.7200
1513.0400	-59.8900	-50.7400	-58.4400	-47.6700
1513.0450	-59.9000	-50.6700	-58.3600	-47.6400
1513.0500	-59.9100	-50.6400	-58.3700	-47.7400
1513.0550	-59.9200	-50.8100	-58.5600	-47.7400
1513.0600	-59.8000	-50.5600	-58.3700	-47.8900
1513.0650	-59.8300	-50.6000	-58.3400	-47.9100
1513.0700	-59.8400	-50.6700	-58.3900	-47.8700
1513.0750	-59.8000	-50.6000	-58.3700	-48.1000
1513.0800	-59.7900	-50.6200	-58.2900	-48.0900
1513.0850	-59.8300	-50.6200	-58.3300	-48.2100
1513.0900	-59.7800	-50.6000	-58.3700	-48.3000
1513.0950	-59.7400	-50.5900	-58.3800	-48.3000
1513.1000	-59.7700	-50.6000	-58.4100	-48.3600
1513.1050	-59.6700	-50.6100	-58.5000	-48.5300
1513.1100	-59.7500	-50.6000	-58.4700	-48.4700
1513.1150	-59.8500	-50.6700	-58.4600	-48.3100
1513.1200	-59.8900	-50.7000	-58.4700	-48.2100
1513.1250	-59.7900	-50.4500	-58.2000	-48.2000
1513.1300	-59.8600	-50.5500	-58.3000	-48.0800
1513.1350	-60.0000	-50.6000	-58.3300	-47.9800
1513.1400	-60.0900	-50.6300	-58.3100	-47.8800
1513.1450	-60.1300	-50.6900	-58.3500	-47.6700
1513.1500	-60.1300	-50.9000	-58.4500	-47.8400
1513.1550	-59.9400	-50.5700	-58.1700	-47.8200
1513.1600	-59.9900	-50.5800	-58.1300	-47.7100
1513.1650	-60.0800	-50.7000	-58.2900	-47.5900
1513.1700	-60.0400	-50.5900	-58.2400	-47.5400
1513.1750	-59.8800	-50.5100	-58.2900	-47.6500
1513.1800	-59.9400	-50.5400	-58.2700	-47.6600
1513.1850	-59.9100	-50.6100	-58.3200	-47.6500
1513.1900	-59.8400	-50.6500	-58.4000	-47.7400
1513.1950	-59.8300	-50.6200	-58.2800	-47.8800
1513.2000	-59.8200	-50.6400	-58.3400	-47.9600
1513.2050	-59.8500	-50.6100	-58.2600	-47.9800
1513.2100	-59.8400	-50.6100	-58.2300	-48.0300
1513.2150	-59.8000	-50.6500	-58.3500	-48.1500
1513.2200	-59.7200	-50.5400	-58.1400	-48.3000
1513.2250	-59.7900	-50.6100	-58.2800	-48.3600
1513.2300	-59.8500	-50.7300	-58.4400	-48.2700
1513.2350	-59.8600	-50.7700	-58.4200	-48.1400
1513.2400	-59.8100	-50.6800	-58.1100	-48.3700
1513.2450	-59.7600	-50.7000	-58.3200	-48.3800
1513.2500	-59.7500	-50.6600	-58.4100	-48.3300
1513.2550	-59.7600	-50.6700	-58.4300	-48.2300
1513.2600	-59.7800	-50.6700	-58.3800	-48.0800
1513.2650	-59.7900	-50.5400	-58.2200	-48.0700
1513.2700	-59.8400	-50.7400	-58.3600	-48.0300
1513.2750	-59.8800	-50.7300	-58.3300	-47.9500
1513.2800	-59.8400	-50.6400	-58.2100	-47.8600
1513.2850	-59.7900	-50.5700	-58.1300	-47.7900
1513.2900	-59.9200	-50.6900	-58.1900	-47.7400
1513.2950	-60.0400	-50.6700	-58.3500	-47.6500
1513.3000	-60.0700	-50.6700	-58.3500	-47.5800
1513.3050	-60.0400	-50.7100	-58.2800	-47.5600
1513.3100	-60.0000	-50.7700	-58.3300	-47.6200
1513.3150	-60.0400	-50.8100	-58.3700	-47.6700
1513.3200	-59.9800	-50.5900	-58.2000	-47.7500
1513.3250	-59.9400	-50.5700	-58.2200	-47.8600
1513.3300	-59.9000	-50.6800	-58.4100	-48.0000
1513.3350	-59.8700	-50.7200	-58.3900	-48.1000
1513.3400	-59.9900	-50.7500	-58.2900	-48.0900
1513.3450	-59.9000	-50.6600	-58.2400	-48.1700
1513.3500	-59.8200	-50.6400	-58.2700	-48.2900
1513.3550	-59.7800	-50.6900	-58.3400	-48.3400
1513.3600	-59.7800	-50.6000	-58.2000	-48.3100
1513.3650	-59.7100	-50.6100	-58.2500	-48.3100
1513.3700	-59.7700	-50.6500	-58.3200	-48.3100
1513.3750	-59.8000	-50.7000	-58.3800	-48.2900
1513.3800	-59.7700	-50.7300	-58.4000	-48.2500
1513.3850	-59.8100	-50.7300	-58.3000	-48.2600
1513.3900	-59.7600	-50.7100	-58.3500	-48.2600
1513.3950	-59.7800	-50.7200	-58.3700	-48.1900
1513.4000	-59.8100	-50.7400	-58.3400	-48.0600
1513.4050	-59.8400	-50.7700	-58.3800	-48.0400
1513.4100	-59.8100	-50.5700	-58.2800	-47.8500
1513.4150	-59.8500	-50.6300	-58.3700	-47.7500
1513.4200	-59.8300	-50.6500	-58.3900	-47.7500
1513.4250	-59.8300	-50.6300	-58.2700	-47.8000
1513.4300	-59.9400	-50.7500	-58.3900	-47.6700
1513.4350	-59.8500	-50.7000	-58.3900	-47.6700
1513.4400	-59.9000	-50.6800	-58.3700	-47.6800
1513.4450	-59.8900	-50.6700	-58.3400	-47.7000
1513.4500	-59.8600	-50.6600	-58.3000	-47.7900
1513.4550	-60.0900	-50.7900	-58.4800	-47.8600
1513.4600	-60.0000	-50.5700	-58.3600	-47.8800
1513.4650	-60.0000	-50.4800	-58.2100	-47.9000
1513.4700	-60.0200	-50.5900	-58.1900	-47.9900
1513.4750	-60.0200	-50.8300	-58.4600	-48.1800
1513.4800	-60.0700	-50.8000	-58.4400	-48.2200
1513.4850	-59.8800	-50.6600	-58.3700	-48.3300
1513.4900	-59.8700	-50.6700	-58.3400	-48.3800
1513.4950	-59.9300	-50.7400	-58.3500	-48.2800
1513.5000	-59.8700	-50.5400	-58.2300	-48.3400
1513.5050	-59.9300	-50.6100	-58.2300	-48.2300
1513.5100	-59.9200	-50.6800	-58.2900	-48.1700
1513.5150	-59.8600	-50.7000	-58.3000	-48.2300
1513.5200	-59.7800	-50.6400	-58.1900	-48.4100
1513.5250	-59.7500	-50.5800	-58.2200	-48.3100
1513.5300	-59.6800	-50.5700	-58.2000	-48.2800
1513.5350	-59.6600	-50.5600	-58.2100	-48.1300
1513.5400	-59.6600	-50.6000	-58.2900	-47.9000
1513.5450	-59.6700	-50.7200	-58.4500	-48.0000
1513.5500	-59.7600	-50.6700	-58.2900	-47.8800
1513.5550	-59.7600	-50.6400	-58.2900	-47.8400
1513.5600	-59.7800	-50.6700	-58.3300	-47.8200
1513.5650	-59.8200	-50.6600	-58.3100	-47.7900
1513.5700	-59.8500	-50.4800	-58.1900	-47.6900
1513.5750	-59.8200	-50.6300	-58.2700	-47.7200
1513.5800	-59.8000	-50.6500	-58.3700	-47.7600
1513.5850	-59.7900	-50.6900	-58.4100	-47.8000
1513.5900	-59.7700	-50.7300	-58.3300	-47.8300
1513.5950	-59.7200	-50.5700	-58.1900	-47.9800
1513.6000	-59.7600	-50.7600	-58.3400	-48.0100
1513.6050	-59.8100	-50.7400	-58.3400	-47.9700
1513.6100	-59.8000	-50.6300	-58.2700	-47.9500
1513.6150	-59.7800	-50.6100	-58.3800	-48.1600
1513.6200	-60.0000	-50.7300	-58.4400	-48.1200
1513.6250	-60.0000	-50.7800	-58.4500	-48.2100
1513.6300	-59.9800	-50.7800	-58.4600	-48.3600
1513.6350	-59.9900	-50.7500	-58.4600	-48.4600
1513.6400	-60.0400	-50.7300	-58.4100	-48.3900
1513.6450	-60.0500	-50.6700	-58.4200	-48.3200
1513.6500	-59.9000	-50.5600	-58.3400	-48.3100
1513.6550	-59.9000	-50.5300	-58.2400	-48.3000
1513.6600	-59.9800	-50.6000	-58.2100	-48.1700
1513.6650	-59.9100	-50.6600	-58.2800	-48.1200
1513.6700	-59.8700	-50.6400	-58.2800	-48.0700
1513.6750	-59.8100	-50.6100	-58.3200	-48.0600
1513.6800	-59.7900	-50.6500	-58.4000	-48.0600
1513.6850	-59.8100	-50.7600	-58.4400	-47.9200
1513.6900	-59.7800	-50.7100	-58.5300	-47.9000
1513.6950	-59.6500	-50.6500	-58.4100	-47.8100
1513.7000	-59.6400	-50.7000	-58.3700	-47.7500
1513.7050	-59.6300	-50.7600	-58.4600	-47.8100
1513.7100	-59.5300	-50.6500	-58.3800	-47.8900
1513.7150	-59.5600	-50.6300	-58.2800	-47.8500
1513.7200	-59.5800	-50.5900	-58.3000	-47.7700
1513.7250	-59.6100	-50.5800	-58.3300	-47.7500
1513.7300	-59.6500	-50.6100	-58.2700	-47.8600
1513.7350	-59.6700	-50.6500	-58.3500	-47.8700
1513.7400	-59.7900	-50.7200	-58.3800	-47.8500
1513.7450	-59.8100	-50.7500	-58.5000	-47.9200
1513.7500	-59.7100	-50.7200	-58.5300	-48.1100
1513.7550	-59.6000	-50.6400	-58.2600	-48.3500
1513.7600	-59.7700	-50.6500	-58.3500	-48.2400
1513.7650	-59.7800	-50.6000	-58.4500	-48.2500
1513.7700	-59.7100	-50.5900	-58.4800	-48.3400
1513.7750	-59.7000	-50.7000	-58.5300	-48.4500
1513.7800	-59.8400	-50.9800	-58.8200	-48.3700
1513.7850	-59.8600	-50.7100	-58.4700	-48.3400
1513.7900	-59.8300	-50.6500	-58.4300	-48.3100
1513.7950	-59.7700	-50.5500	-58.4100	-48.2900
1513.8000	-59.7200	-50.4300	-58.2300	-48.2500
1513.8050	-59.7700	-50.5200	-58.3400	-48.1800
1513.8100	-59.8800	-50.6600	-58.3900	-48.0600
1513.8150	-59.8900	-50.7100	-58.4500	-47.9800
1513.8200	-59.9000	-50.7100	-58.4700	-47.9200
1513.8250	-59.9300	-50.7100	-58.3700	-47.7500
1513.8300	-59.9300	-50.7700	-58.3300	-47.8200
1513.8350	-59.8500	-50.6600	-58.2900	-47.7900
1513.8400	-59.7300	-50.5600	-58.2800	-47.8000
1513.8450	-59.6500	-50.5700	-58.3300	-47.9100
1513.8500	-59.6900	-50.7300	-58.4800	-47.8400
1513.8550	-59.7700	-50.6900	-58.4600	-47.7900
1513.8600	-59.6800	-50.7200	-58.4200	-47.8200
1513.8650	-59.5500	-50.6700	-58.3500	-47.9500
1513.8700	-59.4500	-50.5800	-58.2700	-48.1500
1513.8750	-59.4700	-50.6300	-58.3300	-48.0700
1513.8800	-59.4900	-50.6100	-58.3600	-48.1400
1513.8850	-59.4900	-50.6800	-58.3700	-48.1600
1513.8900	-59.5000	-50.6900	-58.3500	-48.1300
1513.8950	-59.5600	-50.6100	-58.3200	-48.1100
1513.9000	-59.7200	-50.8700	-58.5400	-48.0800
1513.9050	-59.5900	-50.8000	-58.5500	-48.1800
1513.9100	-59.6600	-50.8200	-58.5300	-48.2300
1513.9150	-59.7500	-50.8500	-58.4800	-48.1800
1513.9200	-59.7200	-50.7600	-58.2800	-48.2200
1513.9250	-59.6700	-50.6600	-58.4100	-48.2900
1513.9300	-59.5800	-50.6400	-58.5000	-48.2500
1513.9350	-59.5400	-50.5900	-58.5200	-48.1900
1513.9400	-59.5200	-50.6000	-58.5200	-48.1900
1513.9450	-59.4300	-50.9700	-58.7400	-48.0800
1513.9500	-59.1900	-50.8300	-58.5000	-48.0400
1513.9550	-58.9000	-50.8300	-58.5200	-48.0500
1513.9600	-58.5500	-50.7700	-58.5700	-48.0400
1513.9650	-58.1100	-50.5900	-58.3300	-47.9600
1513.9700	-57.5800	-50.5700	-58.4300	-47.9000
1513.9750	-56.8400	-50.5300	-58.3300	-47.8900
1513.9800	-56.0600	-50.5600	-58.2800	-47.8300
1513.9850	-55.4500	-50.6600	-58.3300	-47.7300
1513.9900	-55.1500	-50.7900	-58.4800	-47.8300
1513.9950	-55.1200	-50.6000	-58.3200	-47.9500
1514.0000	-55.3000	-50.5900	-58.2000	-47.8700
1514.0050	-55.5700	-50.5900	-58.2100	-47.8000
1514.0100	-55.9500	-50.5800	-58.3700	-47.9300
1514.0150	-56.4500	-50.6500	-58.4400	-48.1600
1514.0200	-57.2500	-50.7100	-58.4200	-48.0800
1514.0250	-57.7400	-50.7600	-58.3900	-48.1200
1514.0300	-58.1100	-50.7600	-58.3700	-48.2500
1514.0350	-58.4100	-50.7300	-58.3700	-48.2400
1514.0400	-58.6200	-50.7200	-58.3500	-48.0800
1514.0450	-58.6500	-50.5300	-58.2200	-48.2700
1514.0500	-58.8000	-50.6200	-58.3000	-48.3500
1514.0550	-59.0000	-50.7700	-58.4500	-48.2100
1514.0600	-59.1800	-50.7200	-58.2600	-48.2500
1514.0650	-59.3500	-50.8100	-58.3200	-48.1500
1514.0700	-59.3200	-50.6900	-58.2300	-48.1400
1514.0750	-59.3700	-50.6000	-58.1600	-48.2100
1514.0800	-59.4800	-50.5700	-58.2000	-48.2700
1514.0850	-59.5600	-50.5900	-58.2800	-47.9100
1514.0900	-59.5100	-50.5100	-58.2400	-48.0300
1514.0950	-59.6400	-50.6400	-58.2800	-47.9300
1514.1000	-59.7000	-50.7200	-58.3600	-47.7400
1514.1050	-59.6500	-50.6400	-58.4000	-47.9000
1514.1100	-59.5400	-50.4700	-58.2900	-47.8200
1514.1150	-59.6700	-50.5200	-58.2100	-47.8000
1514.1200	-59.7600	-50.6000	-58.2700	-47.7600
1514.1250	-59.8000	-50.6400	-58.3800	-47.7000
1514.1300	-59.7900	-50.6300	-58.4100	-47.7500
1514.1350	-59.7100	-50.7800	-58.5100	-47.7600
1514.1400	-59.6900	-50.7600	-58.5000	-47.8700
1514.1450	-59.7000	-50.6700	-58.4500	-47.9500
1514.1500	-59.7500	-50.6500	-58.4500	-47.9300
1514.1550	-59.8300	-50.8700	-58.6400	-48.0700
1514.1600	-59.7200	-50.6200	-58.4100	-48.1700
1514.1650	-59.6900	-50.6000	-58.3900	-48.2300
1514.1700	-59.6400	-50.6200	-58.4700	-48.3000
1514.1750	-59.6100	-50.6400	-58.5300	-48.3900
1514.1800	-59.6200	-50.7900	-58.4900	-48.2400
1514.1850	-59.6000	-50.5100	-58.2900	-48.3300
1514.1900	-59.6200	-50.5400	-58.3700	-48.3100
1514.1950	-59.5200	-50.5900	-58.4900	-48.2200
1514.2000	-59.4000	-50.5400	-58.4200	-48.3600
1514.2050	-59.5500	-50.8100	-58.5900	-48.2300
1514.2100	-59.5200	-50.6700	-58.5600	-48.2200
1514.2150	-59.4700	-50.6900	-58.5800	-48.2000
1514.2200	-59.4400	-50.7800	-58.6000	-48.1300
1514.2250	-59.4700	-50.7500	-58.4400	-48.0700
1514.2300	-59.4700	-50.5800	-58.4700	-47.9800
1514.2350	-59.6400	-50.6400	-58.4200	-47.7200
1514.2400	-59.6000	-50.5700	-58.4200	-47.6500
1514.2450	-59.5900	-50.5000	-58.4900	-47.8900
1514.2500	-59.7800	-50.7600	-58.5700	-47.6700
1514.2550	-59.6900	-50.7100	-58.5400	-47.6700
1514.2600	-59.6800	-50.6900	-58.4800	-47.7100
1514.2650	-59.6400	-50.5600	-58.3400	-47.7900
1514.2700	-59.6300	-50.4300	-58.1600	-47.8600
1514.2750	-59.7300	-50.6600	-58.4000	-47.8200
1514.2800	-59.9200	-50.8000	-58.5500	-47.7600
1514.2850	-59.8100	-50.7300	-58.5600	-47.8000
1514.2900	-59.7200	-50.6200	-58.4800	-47.9700
1514.2950	-59.7400	-50.5800	-58.3800	-48.1600
1514.3000	-59.7200	-50.5800	-58.3700	-48.0000
1514.3050	-59.7400	-50.6000	-58.3900	-48.1000
1514.3100	-59.7200	-50.6500	-58.4800	-48.2000
1514.3150	-59.6300	-50.6200	-58.5300	-48.2100
1514.3200	-59.5000	-50.4400	-58.3300	-48.4600
1514.3250	-59.6600	-50.6800	-58.5500	-48.3800
